date,n_killed,address,lat,long,
07/01/2018,1,4500 block of N Heathdale Ave Covina,34.0938267,-117.9030361,
07/01/2018,0,3608 Wericoba Dr Macon,32.7990139,-83.6456793,
07/01/2018,0,1800 S Walnut St Bloomington,39.1469788,-86.5354308,
07/01/2018,0,3600 block of Loch Raven Blvd Baltimore,39.332782,-76.5998849,
07/01/2018,1,Bennett Rd and Lotta Rd Karnack,32.5605935,-94.1191145,
07/01/2018,0,1200 block of King Arthur Rd Chattanooga,35.0143922,-85.1724626,
07/01/2018,0,600 Block of E Oak St Stockton,37.959817,-121.2870476,
07/01/2018,0,1001 S Gadsden St Tallahassee,30.4356122,-84.2821654,
07/01/2018,0,5300 Hamilton Middletown Rd Middletown (Liberty Township),39.4366742,-84.4438524,
07/01/2018,0,Salt Marsh Dr Hilton Head Island,32.2344028,-80.809595,
07/01/2018,0,3700 block of Maywood Ave Dayton,39.748221,-84.250167,
07/01/2018,1,4300 block of S Malcolm X Blvd Dallas,32.7590731,-96.7584557,
07/01/2018,0,1711 Creighton Ave Fort Wayne,41.0657,-85.1179669,
07/01/2018,2,100 block of Sutton Way Irmo,34.144421,-81.1993074,
07/01/2018,0,900 block of Shirley Ave Toledo,41.6492465,-83.5982413,
07/01/2018,0,4100 block of Monroe St Toledo,41.680134,-83.6044973,
07/01/2018,0,1700 N Talman Ave Chicago,41.9122115,-87.6957899,
07/01/2018,1,5800 block of Cherry Hill Rd Montgomery,32.3133712,-86.2262934,
07/01/2018,0,Walnut St Gadsden,34.0114463,-86.0145929,
07/01/2018,1,W 52nd St and Kouba Ave Cleveland,41.4675235,-81.7244772,
07/01/2018,0,Third St and Lamokin St Chester,-20.1261056,57.5340544,
07/01/2018,1,1306 Idaho St Belgrade,45.7631205,-111.169778,
07/01/2018,0,9000 block of Annapolis Rd Lanham,38.9623389,-76.8642977,
07/01/2018,0,3500 block of Minnesota Ave SE Washington,38.8863969,-76.958028,
07/01/2018,1,U.S. Highway 29 Union Springs,32.1385469,-85.7156597,
07/01/2018,0,2800 Millbrook Dr Fort Wayne,41.0583894,-85.1714109,
07/01/2018,0,500 block of Pine St Mullan,-20.1261056,57.5340544,
07/01/2018,1,3865 Astrozon Blvd Colorado Springs,38.7960273,-104.7587273,
07/01/2018,0,S Springdale Loop Ardmore,34.1559832,-97.1190135,
07/01/2018,0,3589 N Carson St Carson City,39.190459,-119.7745818,
07/01/2018,0,9638 Milliken Ave Rancho Cucamonga,34.0787105,-117.5608994,
07/01/2018,0,4425 FM 2351 Rd Friendswood,29.5519136,-95.1871669,
07/01/2018,0,Elliot Rd Potsdam,44.7346445,-75.0890086,
07/01/2018,0,506 GA 133 S Moultrie,31.1679693,-83.7511214,
07/01/2018,0,600 Block of 9th Ave SE Moultrie,31.1710234,-83.783957,
07/01/2018,0,2nd Ave S Fargo,46.8729725,-96.8090532,
07/01/2018,1,1100 S 4th Ave Jonesboro,40.4753017,-85.639876,
07/01/2018,0,703 Laclede Ave Carterville,37.7526195,-89.0749308,
07/01/2018,0,536 Aberdeen Rd Raeford,34.989505,-79.2567964,
07/01/2018,1,W 52nd St and Camp Robinson Rd North Little Rock,34.802557,-92.2688403,
07/01/2018,0,1200 block of County Rd 350 Fulton,-20.1261056,57.5340544,
07/01/2018,0,12970 Westhiemer Rd Houston,29.7365887,-95.617553,
07/01/2018,0,5700 block of Westover Village Drive Richmond,37.5114383,-77.5057012,
07/01/2018,0,5th and Ohio Street Lexington,38.0486333,-84.4864414,
07/01/2018,1,SR 821 Ellensburg,46.8003769,-120.4646877,
07/01/2018,0,Peach Ave and Clay Ave Fresno,36.7542318,-119.7205778,
07/01/2018,1,119 Bennett Dr Clarksville,36.5514305,-87.4038216,
07/01/2018,0,2100 E Main St Danville,39.7621454,-86.4854673,
07/01/2018,0,Wildflower Fresno,36.5037782,-119.6990206,
07/01/2018,1,Wahatchee Creek Rd Elberton,34.0713694,-82.7728984,
07/01/2018,1,400 block of Castleview Dr Murfreesboro,35.8414656,-86.380821,
07/01/2018,0,Claudia Dr Columbia,34.0678341,-80.9715398,
07/01/2018,0,Colorado Ave Lorain,41.4651758,-82.1362631,
07/01/2018,0,500 block of Fuller Street Shreveport,32.4534321,-93.7673386,
07/01/2018,1,Lydgate Ave Memphis,35.0375041,-90.0648871,
07/01/2018,0,800 block of Wisconsin Ave Beloit,42.504942,-89.0266562,
07/01/2018,1,100 block of W Motor Way Colorado Springs,38.8137781,-104.8329695,
07/01/2018,1,900 block of E 17th St Sheffield,34.7505321,-87.6954497,
07/01/2018,0,Foxwell Terrace Wingdale,41.662919,-73.5497091,
07/01/2018,1,Fern Street and Southward Drive Gulfport,30.3697313,-89.1063893,
07/01/2018,0,5000 S Hoyne Ave Chicago,41.8030228,-87.6791646,
07/01/2018,1,2800 block of Shahan Ave Gadsden,34.0203057,-86.0495525,
07/01/2018,1,400 block of E Mill St Santa Maria,34.9551504,-120.4334282,
07/01/2018,0,2000 5th Ave N Fort Dodge,42.5115112,-94.173097,
07/01/2018,0,2000 block of Moran Ave Modesto,37.6468617,-120.9641354,
07/01/2018,0,E Olive Ave Fresno,36.757628,-119.7249876,
07/01/2018,1,California Ave and Elm Ave Fresno,36.7208174,-119.7937731,
07/01/2018,0,Peach Ave and Olive Ave Fresno,36.7576851,-119.7224416,
07/01/2018,0,E Mckenzie Fresno,36.7469352,-119.7328543,
07/01/2018,1,802 North Cedar Tallulah,32.4135853,-91.1850558,
07/01/2018,0,3146 Alpine Rd Augusta,33.4739424,-82.0682471,
07/01/2018,1,1600 Block of W 8th St Jacksonville,30.3470895,-81.6843141,
07/01/2018,0,5200 block of Broadway Avenue Shreveport,32.463499,-93.8082789,
07/01/2018,1,Washout Rd Henderson,-20.1261056,57.5340544,
07/01/2018,0,1200 N Springfield Ave Chicago,41.9027009,-87.7260412,
07/01/2018,0,1900 block of Hackett Rd Ceres,37.5875264,-120.9634826,
07/01/2018,0,1400 W Washburne Ave Chicago,41.8663371,-87.6641102,
07/01/2018,0,1900 N Sawyer Ave Chicago,41.9156883,-87.7111898,
07/01/2018,0,700 block of W Main St West Point,36.7279831,-91.8606237,
07/01/2018,0,200 block of Woodhaven Rd Newport News,37.1540537,-76.5494539,
07/01/2018,1,500 block of 12th Ave SE Minneapolis,44.9825973,-93.2399529,
07/01/2018,2,5100 block of 200th St E Spanaway,47.0746637,-122.3612513,
07/01/2018,1,600 SW 14th Ave Homestead,25.4757037,-80.4958842,
07/01/2018,0,1700 block of N 2nd St Nashville,36.1941645,-86.7721595,
07/01/2018,0,Laurel St and Douglass Ave Memphis,-20.1261056,57.5340544,
07/01/2018,0,1327 Ashton Rd Hanover,39.1611837,-76.7076105,
07/01/2018,0,Ford Rd and W Shelby Dr Memphis,35.0209082,-90.0834128,
07/01/2018,1,8900 block of Braeswood Houston,29.6731617,-95.5355178,
07/01/2018,4,11935 Bella Vista Ct Bella Vista,40.634945,-122.2329975,
07/01/2018,0,5700 S State St Chicago,41.790863,-87.6281287,
07/01/2018,0,3700 N Portage Pl Decatur,39.8881393,-88.9420635,
07/01/2018,0,1600 W Harrison Ave Decatur,39.8636486,-88.9861895,
07/01/2018,0,Kuapala Street Pahala,-20.1261056,57.5340544,
07/01/2018,1,Peacham Rd Barnet,44.2778628,-72.1755733,
07/01/2018,0,2100 block of W Monroe St Chicago,41.8795637,-87.681622,
07/01/2018,0,Ala Akua St Waianae,21.4562527,-158.1977875,
07/01/2018,1,9119 Central Ave SE Albuquerque,35.0739772,-106.5477291,
07/01/2018,1,46 Dorothy St Portland,43.6903949,-70.3061343,
07/01/2018,0,2500 block of Crums Ln Louisville (Shively),38.194792,-85.8230824,
07/01/2018,1,400 block of S 59th St Tacoma,47.203679,-122.4386582,
07/01/2018,0,5225 W Broward Blvd Plantation,26.1219053,-80.2210269,
07/01/2018,1,378 Morris Dr Gaffney,-20.1261056,57.5340544,
07/01/2018,1,12900 block of E Seven Mile Detroit,42.4344943,-82.9943627,
07/01/2018,1,Brownfield Rd De Mossville (Demossville),38.7562493,-84.4923312,
07/01/2018,0,Slagle Rd and OH 88 Windham,41.2545766,-81.1186907,
07/01/2018,1,10376 Rosemount Dr Tampa,28.0450696,-82.5266596,
07/01/2018,1,1005 Saint Anne St Sparta,43.941301,-90.8270367,
07/01/2018,1,NW 39th Ave Fort Lauderdale (Lauderhill),26.1284733,-80.2032087,
07/01/2018,0,19th St and Greenwood St Harrisburg,-20.1261056,57.5340544,
07/01/2018,0,5800 block of N 35th St Milwaukee,43.1230527,-87.9580399,
07/01/2018,0,3000 S Adams St Tallahassee,30.4092835,-84.2865408,
07/01/2018,1,9800 block of W Fond du Lac Ave Milwaukee,43.1353936,-88.0366273,
07/01/2018,0,2200 block of Vine St Cincinnati,39.1209919,-84.5175873,
07/01/2018,0,Rice St and Geranium Ave Saint Paul,44.9756199,-93.1081304,
07/01/2018,0,1700 block of Marston Rd Columbus,-20.1261056,57.5340544,
07/01/2018,0,4233 Peachtree Pl Granite Falls,-20.1261056,57.5340544,
07/01/2018,0,Tullis Drive and Woodland Drive New Orleans (Algiers),29.9046247,-89.9938809,
07/01/2018,0,19900 NW 37th Ave Miami Gardens,25.956529,-80.2682415,
