date,n_killed,address,lat,long
01/01/2015,1,396 Upton Drive Saint Joseph,42.1195,-86.4811902
01/01/2015,0,1307 Arthur Kill Road Staten Island,40.5655209,-74.1862536
01/01/2015,0,7108 NW 92nd Place Alachua,29.7390342,-82.4200522
01/01/2015,0,4400 block of West Monroe Street Chicago,41.8796865,-87.7380758
01/01/2015,1,1517 County Road 220 Orange Park,30.1010056,-81.7113468
01/01/2015,1,900 block of Sutter Street Stockton,37.9624888,-121.2903285
01/01/2015,1,1500 block of 42nd St. Lubbock,33.5562731,-101.853331
01/01/2015,0,Fisher and Third Street Fresno,-20.016542,57.5646115
01/01/2015,0,214 Hosking Avenue Bakersfield,35.2822453,-119.0068082
01/01/2015,0,8th and Main Street Vancouver,-20.016542,57.5646115
01/01/2015,0,10016 NE 72nd Circle Clark County,45.6750866,-122.5716702
01/01/2015,0,5400 Lauby Road North Canton,40.9153574,-81.4437754
01/01/2015,0,6300 W Bay Pkwy Panama City,30.3550101,-85.8016842
01/01/2015,0,W6390 Challenger Drive Appleton,44.2604383,-88.5135644
01/01/2015,1,Albert and Huard Street Fall River,-20.016542,57.5646115
01/01/2015,0,600 block of First Lane San Francisco,-20.016542,57.5646115
01/01/2015,1,100 block of Gardenia Drive Robeson County,-20.016542,57.5646115
01/01/2015,1,4200 block of Lawnwood Drive Montgomery,32.3176767,-86.3714434
01/01/2015,1,258 Mill Street Springfield,42.0939782,-72.5728944
01/01/2015,0,1800 block of Montbatten Drive Marrero,29.8776968,-90.1341193
01/01/2015,0,W. Victory Drive Savannah,32.0550766,-81.1140022
01/01/2015,0,Interstate 64 near Lewisburg exit Lewisburg,-20.016542,57.5646115
01/01/2015,0,Rowe Lane Pflugerville,30.4817786,-97.563035
01/01/2015,1,W. Laurel Street Mullins,34.2033841,-79.2601991
01/01/2015,1,700 block of Indian Ridge Road Louisville,38.2726194,-85.6433487
01/01/2015,0,300 block of Windmill Court off Zimalcrest Drive Columbia,-20.016542,57.5646115
01/01/2015,0,Sycamore Court Long Beach,40.5916613,-73.6690249
01/01/2015,0,200 block of 8th Street Idaho Falls,43.4906594,-112.0332458
01/01/2015,4,Sharilyn Drive Modesto,37.6773716,-120.9634642
01/01/2015,0,701 Fork Shoals Road Greenville,34.7723979,-82.3623382
01/01/2015,0,616 1/2 W. Sixth Street Waterloo,-20.016542,57.5646115
01/01/2015,0,100 Village Park Way Savoy,40.0540963,-88.251322
01/01/2015,1,66-190 block of Calle Las Tiendas Desert Hot Springs,33.9526807,-116.4748138
01/01/2015,0,7200 block of Northeast 101st Avenue Vancouver,45.6749698,-122.5708556
01/01/2015,1,4115 Dorris Street Chattanooga,35.0023142,-85.3131851
01/01/2015,1,4903 Brainerd Road Chattanooga,35.0129031,-85.2296423
01/01/2015,0,655 W. 25th Street Merced,37.3107828,-120.4833697
01/01/2015,0,3100 Brainerd Road Chattanooga,35.0277116,-85.2577085
01/01/2015,0,200 block of Passaic Street Trenton,40.2253337,-74.7785826
01/01/2015,2,Estill Hammock Road Tybee Island,32.0122313,-80.868809
01/01/2015,0,1300 block of E. 31st Street Savannah,32.0562999,-81.080605
01/01/2015,0,100 block of Oakwood Avenue Syracuse,43.0390458,-76.1479411
01/01/2015,0,543 Ninth S Carlyle,-20.016542,57.5646115
01/01/2015,1,2500 block of Bammelwood Drive Houston,30.0005978,-95.4659835
01/01/2015,0,3123 Seventh Avenue Columbus,39.9864967,-82.9242395
01/01/2015,2,200 block of Warrington Drive New Orleans,29.9976357,-90.0660451
01/01/2015,0,3602 Lake Street Omaha,41.2816432,-95.9686465
01/01/2015,0,I-44 and S 7th St Saint Louis,-20.016542,57.5646115
01/01/2015,0,1700 block of E Mission Blvd Pomona,34.0552381,-117.7237688
01/01/2015,0,6300 block of South Cottage Grove Avenue Chicago,41.780183,-87.6085367
01/01/2015,0,4601 Kellogg Av Cincinnati,39.0903767,-84.4305231
01/01/2015,0,4350 W Fairfield Dr Pensacola,30.4352054,-87.2769616
01/01/2015,1,5800 block of North Philip Street Philadelphia,40.0390515,-75.1274862
01/01/2015,0,100 block of South Front Street Steelton,40.2337256,-76.8410114
01/01/2015,0,Rosa Parks Boulevard and Hamilton Avenue Paterson,40.9199744,-74.1613154
01/01/2015,1,29 Homestead Park Newark,40.720006,-74.2142367
01/01/2015,1,100 block of Court Street Newark,40.7327115,-74.1820605
01/01/2015,0,Amity Street Paterson,40.9306992,-74.1700677
01/01/2015,0,327 E. Pascagoula St. Jackson,32.2970648,-90.1860052
01/01/2015,0,McBride Avenue Paterson,40.9065604,-74.1974875
01/01/2015,0,825 North Sheridan Road Tulsa,36.1672034,-95.905574
01/01/2015,1,Aliann Rd. and Maconda-LaCoste Bexar County,-20.016542,57.5646115
01/01/2015,0,Stonecroft Lane off Green Level Church Road Cary,-20.016542,57.5646115
01/01/2015,1,9600 block of Milestone Way College Park,39.0236081,-76.928154
01/01/2015,0,1700 block of Lynndale Road Madison,43.0346804,-89.4878708
02/01/2015,0,Olney Road Norfolk,36.853434,-76.2796637
02/01/2015,0,6400 block of Crescent Way Norfolk,36.8983697,-76.2294263
02/01/2015,0,3300 block of Rainier Court Virginia Beach,36.8373489,-76.0866908
02/01/2015,0,400 block of South Cedar Surfside Beach,-20.016542,57.5646115
02/01/2015,0,Fitzgerald Street and McDuff Avenue Jacksonville,30.3258164,-81.7076879
02/01/2015,0,5500 block of West North Avenue Chicago,41.909606,-87.7655682
02/01/2015,1,500 block of W. 54th Street Savannah,32.0454602,-81.1113907
02/01/2015,0,5700 block of South Throop Street Chicago,41.7903452,-87.6597598
02/01/2015,0,5001 Union Boulevard Saint Louis,38.6905564,-90.2500395
02/01/2015,1,Manhattan Street and Pennsylvania Avenue Pittsburgh,40.4540415,-80.0285239
02/01/2015,0,Stoopwood Court Richland County,34.0554939,-81.1223267
02/01/2015,0,Calumet Drive Orlando,28.6378129,-81.4214671
02/01/2015,0,14000 block of Brest Street Southgate,42.2208989,-83.2013554
02/01/2015,0,1800 block of East 23rd Street Oakland,37.7938474,-122.2378173
02/01/2015,0,700 Capitol Ave Frankfort,38.1866325,-84.877304
02/01/2015,0,100 block of Centennial Avenue Trenton,40.2160777,-74.7391248
02/01/2015,0,mile marker 217 on I-64 New Kent County,-20.016542,57.5646115
02/01/2015,0,64th and Vane Omaha,-20.016542,57.5646115
02/01/2015,0,7710 Madison Ave Tampa,27.8998335,-82.3713281
02/01/2015,0,3200 block of Belmont Avenue Fresno,36.7503975,-119.7730678
02/01/2015,0,Elizabethtown Rd and Colebrook Rd Elizabethtown,40.213235,-76.6177551
02/01/2015,0,495 Anderson Avenue Cliffside Park,40.8218356,-73.9931344
02/01/2015,0,Wyandot County 97 Wyandot County,-20.016542,57.5646115
02/01/2015,0,1300 block of Shaw View Avenue Cleveland,-20.016542,57.5646115
02/01/2015,1,2100 block of Tobyne Drive Belvidere,42.2717625,-88.8679254
02/01/2015,0,2700 block of Vantage Point Drive Columbus,40.0406169,-82.942628
02/01/2015,0,Belmont Avenue Springfield,42.0866162,-72.5626527
02/01/2015,0,62nd Avenue North / U.S. 501 Horry County,27.8283065,-82.696562
02/01/2015,0,816 Westmont Rd SW Atlanta,33.7329888,-84.4393594
02/01/2015,1,900 block of 18th Street Orlando,28.5226111,-81.3936976
02/01/2015,0,4703 Belford Drive Fayetteville,35.0453869,-78.9630734
02/01/2015,0,2100 block of Mallinckrodt Street Saint Louis,38.6582139,-90.2059951
02/01/2015,0,1100 block of Flying T Rd Penn Valley,39.2022963,-121.1475039
02/01/2015,0,300 block of East Pine Street Millville,39.3975272,-75.0375886
02/01/2015,1,4505 SW Masters Loop Beaverton (Aloha),45.4867947,-122.8935952
02/01/2015,1,Bullock Street Henderson,36.3197891,-78.3909394
02/01/2015,0,North Jones and West Lake Mead Boulevard Las Vegas,36.195678,-115.2260223
02/01/2015,0,1200 block of South 28th Street Harrisburg,40.2558289,-76.8438838
02/01/2015,0,Lyton Place and Park Street Saint Paul,-20.016542,57.5646115
02/01/2015,0,Boulder Park Drive Nashville,36.1518152,-86.6513792
02/01/2015,0,2800 block of N. Oakland Ave Milwaukee,43.0692211,-87.8901064
02/01/2015,0,4400 block of Fulton Street Richmond,37.5205236,-77.4108811
02/01/2015,0,2100 block of Northeast Evangeline Thruway Lafayette,30.1991772,-92.0009554
02/01/2015,0,North James H McGee Boulevard Dayton,39.7676436,-84.2453343
02/01/2015,0,4600 block of N. 42nd St Milwaukee,43.1007754,-87.9673061
02/01/2015,0,158th Street and Beaver Road Queens,-20.016542,57.5646115
02/01/2015,0,32233 Gratiot Ave Roseville,42.5343812,-82.9190637
02/01/2015,0,Brigadier Lane Enfield,51.6650753,-0.0885059
02/01/2015,1,71st Ave Queens,40.7158796,-73.8496801
02/01/2015,0,Highway 314 and New Hope Road Fayetteville,33.4919533,-84.4738503
02/01/2015,1,West Point Drive Fulton County,-20.016542,57.5646115
02/01/2015,1,100 block of Pinson Street Newnan,33.3660937,-84.7933018
02/01/2015,0,2802 Twin City Drive Council Bluffs,41.219143,-95.8893627
02/01/2015,0,3400 block of Linden Avenue Knoxville,35.9966543,-83.8829699
02/01/2015,1,600 block of Island Lake Drive Shelton,47.2463236,-123.1216535
02/01/2015,0,6100 block of South Kimbark Avenue Chicago,41.7839693,-87.5976485
02/01/2015,1,5000 block of Coplin Street Detroit,42.3935673,-82.966311
02/01/2015,0,1200 block of Mt. Ulla Highway Mooresville,35.6229223,-80.7841048
02/01/2015,1,100 block of SW 5th Court Dania Beach,26.0503888,-80.1502802
02/01/2015,0,11149 West 95th Street Overland Park,38.9534217,-94.7210094
02/01/2015,0,100 block of Fairground Avenue Dayton,39.7423283,-84.1865613
02/01/2015,0,Short Street Pittsburgh,40.4159845,-79.8803027
02/01/2015,0,East 30th Street and Keystone Avenue Indianapolis,39.81075,-86.1237864
02/01/2015,0,East 24th Street Paterson,40.9212206,-74.1520321
02/01/2015,1,Stockton Drive Mobile,-20.016542,57.5646115
02/01/2015,0,1100 block of North Euclid Saint Louis,38.6557905,-90.2619804
02/01/2015,0,4100 block of Peck Saint Louis,-20.016542,57.5646115
02/01/2015,0,1300 block of Dillon Saint Louis,-20.016542,57.5646115
02/01/2015,0,1200 block of Michael Street Marrero,29.8862831,-90.1245129
02/01/2015,2,3100 block of North Richards Street Milwaukee,43.0747835,-87.9098855
02/01/2015,0,1 Airport Dr Oakland,37.712704,-122.2157027
02/01/2015,0,3400 E Sky Harbor Blvd Phoenix,33.4356704,-112.0107851
02/01/2015,0,3400 E Sky Harbor Blvd Phoenix,33.4356704,-112.0107851
02/01/2015,0,1000 James L Turnage Blvd West Palm Beach,26.6883089,-80.0923412
02/01/2015,0,6000 N Terminal Pkwy Atlanta,33.6414,-84.4466187
02/01/2015,0,17801 International Blvd Seattle,47.4423265,-122.3055171
02/01/2015,0,Bath Rd Wiscasset,43.9841471,-69.7000818
02/01/2015,0,Haines Street Charlotte,35.2612743,-80.8519524
02/01/2015,0,Wanda and Harding Street Seaside,-20.016542,57.5646115
02/01/2015,0,8400 Airport Blvd Mobile,30.6811925,-88.2431965
02/01/2015,1,Sawmill Rd. Vidor,-20.016542,57.5646115
02/01/2015,0,Kitty Hawk Landing Londonderry,42.9265008,-71.4181136
02/01/2015,1,58 Greene St Burlington,44.4823543,-73.2096438
02/01/2015,0,40 Palmer Lane Plainfield,41.680495,-71.9148821
02/01/2015,0,Josiah Lane Millstadt,38.4535057,-90.0865663
02/01/2015,0,Hopkinton State Park Hopkinton,-20.016542,57.5646115
02/01/2015,0,Welton Street New Haven,41.3290475,-72.8989362
02/01/2015,0,2200 block of Blair Casper,-20.016542,57.5646115
02/01/2015,0,1300 block of Tucker Road Moultrie,31.2524408,-83.8825823
02/01/2015,0,Short Street Tarentum,-20.016542,57.5646115
02/01/2015,0,1800 block of 73rd Avenue Philadelphia,40.0650364,-75.1479753
02/01/2015,0,6500 block of Raytown Road Kansas City,39.0053768,-94.4657956
02/01/2015,0,3600 block of W. Ramsey Street Banning,33.9258323,-116.9184372
02/01/2015,1,LP Oil Field Road and Highway 295 Park County,-20.016542,57.5646115
02/01/2015,0,3700 block of South Hanover Street Anne Arundel,-20.016542,57.5646115
02/01/2015,1,7100 block of Chestnut Rosemont,-20.016542,57.5646115
02/01/2015,1,800 block of Lee Street Rockford,-20.016542,57.5646115
02/01/2015,0,Caroline Street New Iberia,29.9901943,-91.8021673
02/01/2015,0,Hudson Street and Cleveland Avenue Columbus,40.013666,-82.9695725
02/01/2015,0,Northeast Seventh Street Prineville,44.3066849,-120.8435566
02/01/2015,1,S.C. 905 and Red Bluff Road Longs,33.9049153,-78.8426678
02/01/2015,1,438 Franklin St Waukegan,42.3685258,-87.8380155
02/01/2015,1,Louisiana Highway 1 Labadieville,29.8334201,-90.9479452
02/01/2015,0,Utica Avenue Brooklyn,40.6463192,-73.9319358
02/01/2015,1,Stonegate Drive and Chambers Street Flint,42.9956373,-83.6501963
02/01/2015,2,Main St. Montfort,-20.016542,57.5646115
02/01/2015,0,SE 92nd and Woodstock Boulevard Portland,45.4791254,-122.5708179
02/01/2015,0,4915 Keyser Street Philadelphia,40.0255305,-75.167979
02/01/2015,0,1400 block of 70th Avenue Oakland,37.7604237,-122.1917638
02/01/2015,1,1920 Acacia Avenue Compton,33.8763811,-118.2248096
02/01/2015,1,Old Farm-to-Market 440 Belton,-20.016542,57.5646115
03/01/2015,1,32 Allen Street Greenville,-20.016542,57.5646115
03/01/2015,0,3600 Presidential Blvd Austin,30.2049088,-97.6693202
03/01/2015,0,900 block of State Street Lake Worth,-20.016542,57.5646115
03/01/2015,0,Rosemary Avenue West Palm Beach,26.736397,-80.0610937
03/01/2015,1,Sagtikos Parkway and North Gardiner Drive Islip,-20.016542,57.5646115
03/01/2015,0,7000 block of Briery Branch Road Dayton,38.4335637,-79.0854369
03/01/2015,0,2200 block of S. Madison Street Muncie,40.1752011,-85.383505
03/01/2015,3,15913 S 95th St E Webbers Falls,35.5222891,-95.2231249
03/01/2015,0,4100 block of Edgemere Court Indianapolis,39.8316151,-86.1113562
03/01/2015,0,300 block of Park Place Dowagiac,-20.016542,57.5646115
03/01/2015,0,Starling Drive Mobile,-20.016542,57.5646115
03/01/2015,3,4300 block of Valley Road Shermans Dale,40.3180063,-77.1411138
03/01/2015,0,Marshland Road Aynor,33.9962383,-79.0882698
03/01/2015,1,Williamson Avenue New Ellenton,33.417419,-81.6840713
03/01/2015,0,9000 W Airport Dr Spokane,47.6249772,-117.5393563
03/01/2015,0,George Street Saint Paul,44.9295992,-93.0965793
03/01/2015,0,Arlington Avenue Rock Hill,34.913142,-81.0330317
03/01/2015,1,Belmont Avenue and Park Avenue Fresno,36.750369,-119.7990502
03/01/2015,0,Northington Street and Doster Road Prattville,32.456683,-86.4698287
03/01/2015,0,400 block of Whispering Pines Drive Scotts Valley,37.0411871,-122.0308795
03/01/2015,0,Wylder Place and Dandridge Avenue Knoxville,-20.016542,57.5646115
03/01/2015,0,955 S. Havana Street Aurora,39.6988277,-104.8690401
03/01/2015,1,5000 block of West Superior Street Chicago,41.894171,-87.7530833
03/01/2015,1,Baird Boulevard and Marlton Pike Camden,39.9428969,-75.0901799
03/01/2015,0,832 Shy Manor Drive Moultrie,31.1939139,-83.8014185
03/01/2015,0,Park and Hungerford Street Hartford,-20.016542,57.5646115
03/01/2015,0,601 Brasilia Ave Kansas City,39.305248,-94.7180626
03/01/2015,1,FM 852 Upshur County,32.7795281,-95.071601
03/01/2015,0,2200 block of Ming Avenue Bakersfield,35.3398922,-119.0285031
03/01/2015,1,2412 Congaree Road Hopkins,-20.016542,57.5646115
03/01/2015,0,800 block of Woodward Avenue New Haven,41.2902543,-72.896316
03/01/2015,0,1000 block of St. Andrews Drive Wilmington,34.1664817,-77.9089303
03/01/2015,1,21914 W. 220th Street Spring Hill,38.729968,-94.8418508
03/01/2015,0,100 block of 51st Street Long Beach,33.8485684,-118.1958132
03/01/2015,0,2200 block of Avenue P Galveston,29.2924552,-94.7902856
03/01/2015,0,North 42nd Street and Grand Avenue Omaha,41.3031908,-95.9779838
03/01/2015,0,149 Grand Street Worcester,42.2464284,-71.8174631
03/01/2015,0,Garrett Road Durham,35.9474221,-78.9707905
03/01/2015,0,Brittmore and Holly Hill Harris County,-20.016542,57.5646115
03/01/2015,1,2598 Fulton Street Brooklyn,40.6768621,-73.9007555
03/01/2015,0,Sheridan Avenue Albany,42.6577254,-73.7613543
03/01/2015,0,5000 block of Boll Weevil Circle Enterprise,31.2926947,-85.866765
03/01/2015,0,West Girard Avenue Philadelphia,39.9706373,-75.1547548
03/01/2015,0,1 Harborside Dr Boston,42.3666032,-71.0187974
03/01/2015,0,2919 Surf Avenue Brooklyn,40.5730021,-73.9977869
03/01/2015,1,3100 block of Alta Gigonella Corpus Christi,27.7124127,-97.4295121
03/01/2015,0,West Bradley Avenue and North Elm Street Champaign,40.1271736,-88.2523713
03/01/2015,0,467 Elmwood Avenue Buffalo,42.9096381,-78.8790606
03/01/2015,0,3100 block of West Walsh Place Denver,39.7029063,-105.0285572
03/01/2015,0,1122 N. Byrne Rd Toledo,41.6516497,-83.6276369
03/01/2015,0,1800 block of West Rice Street Chicago,41.8970124,-87.6745024
03/01/2015,0,953 Broadway Saugus,42.4202994,-71.0071362
03/01/2015,0,Brixton Court Charlotte,35.2333294,-80.7820759
03/01/2015,1,100 block of Cloverbrook Dr. Harvest,34.8564687,-86.7156284
03/01/2015,1,1119 N. Tucker Saint Louis,38.6173432,-90.2046837
03/01/2015,0,Mercer and Vine street Cincinnati,-20.016542,57.5646115
03/01/2015,0,1776 Cranston Street Cranston,41.7809729,-71.4673278
03/01/2015,0,4923 West Villard Avenue Milwaukee,43.1117539,-87.9767117
03/01/2015,1,19700 block of Appoline Detroit,42.4367092,-83.1739348
03/01/2015,0,East Lebanon Street Mount Airy,36.5094587,-80.6092591
03/01/2015,0,8200 block of South Campbell Avenue Chicago,41.7442879,-87.6861931
03/01/2015,0,W I-290 and South Kostner Avenue Chicago,-20.016542,57.5646115
03/01/2015,0,4383 Victory Drive Columbus,32.4058893,-84.9343172
03/01/2015,1,29th and Chalmers Streets Philadelphia,39.9986034,-75.180426
